id tweet	date	author	text	app	id user	followers	following	tweets	location	urls	name	description	relation	user retweeted
1582750095019499520	2022-10-19 15:06:43	jramiroMX	12 #FelizMiercoles https://t.co/2k3ETNfzng	Twitter Web App	296592711	188356	209256	525227	CDMX		CHILANGO	Que nadie manipule tu criterio, ¿como puedes evitarlo?, solo adquiriendo el buen hábito de estar bien informado, no existe otra forma	tweet	
1582750125528875009	2022-10-19 15:06:50	carmen21463660	RT @INAMEH: así mismo, nubosidad fragmentada en áreas del Táchira, Barinas, Lara, Yaracuy, este de Miranda, Anzoátegui y Monagas; el resto…	Twitter for Android	1582023931250282497	0	40	533			carmen		retweeted	INAMEH
1582750128498421760	2022-10-19 15:06:51	mariajosepascu3	RT @AndaluciaSinVOX: #FelizMiercoles https://t.co/aIOrnAvAZX	Twitter for iPhone	587308440	825	918	105757			maria jose pascual		retweeted	AndaluciaSinVOX
1582750138837372928	2022-10-19 15:06:53	nathagrullon1	RT @SaulGtrauma: ¡Buenos días! #FelizMiercoles https://t.co/t1dGHbnAXx	Twitter Web App	1554130285800849410	27	48	989			Natha Grullon	Arquitecto Grullon. Da lo mejor de ti siempre.	retweeted	SaulGtrauma
1582750144381919232	2022-10-19 15:06:55	Ricardo63207717	@Sara_VA_ Que belleza! Sara... #FelizMiércoles Buenos dias https://t.co/uiyYLA3Oon	Twitter for Android	1022323066641305600	2882	5003	57586	Guadalajara, Jalisco		RICHIE ⚽ #soydepumas 💙👊// #halamadrid 🏈 Raiders	https://t.co/pzM5qE1BLS     54 🎂  💓🍀Que valga cada dia 🎲 🎩 #ADARLE 🥃 👊 🇲🇽  Hebreos 13: 5	replied_to	BlackMambaSuite
1582750152829243393	2022-10-19 15:06:57	Marcelo_Marchs	RT @BlackMambaSuite: De hermanos incómodos 👀👇🏻  @obititlan  #FelizMiercoles https://t.co/eE8iIqcvRF	Twitter for Android	867067104264159233	94	161	18008			Marcelo	Un saludo y abrazo afectuoso a todas y todos mis seguidores 👋👋 que les vaya muy bien en todo lo que realizen 🙏🙏👼👼👼👍👍👍👍✌️😎	retweeted	BlackMambaSuite
1582750174815825920	2022-10-19 15:07:02	DeMisMichis	RT @SoyHomosensual: Y así conocí a tu padre... 😍 #FelizMiércoles https://t.co/6uwRhW8LgH	Twitter for Android	3472522462	91	45	8847	En todo el mundo	['https://instagram.com/charvin_nomada']	MarvinLover🌈🌖	-RAP & MURGA. -Siento y luego esbribo -No BinariE -Lengua de Señas  -Literatura y michis ♥️ - La luna y tu culo 🌖 Colectivo: Rainbow Families Uruguay	retweeted	SoyHomosensual
1582750190662189056	2022-10-19 15:07:06	viruto75	"RT @MiercolesRepubl: 🎙 Javier Aroca @JavierArocaA: ""Los medios de comunicación no están ayudando a construir una democracia sana sino que e…"	Twitter for Android	830470355869380609	1163	491	355025	Torre Stark		Pascual		retweeted	MiercolesRepubl
1582750195925733377	2022-10-19 15:07:07	Mauroemf2	RT @Juanfra29442037: Agradece a todos los que te subestiman o no creen en ti, te están enseñando a perfeccionarte, ser fuerte y estratégico…	Twitter Web App	1530160621127335937	113	101	14264	En todos los multiversos 💫		Mauro	Nuestra vida es un eterno presente...somos pasado y futuro juntos...somos lo que fuimos...y creamos lo que seremos...la vida es hoy ♥️😘☀️🤗🌟🌿	retweeted	Juanfra29442037
1582750209536569345	2022-10-19 15:07:10	gianiprofe21	RT @SoyYuditha: 𝘿𝙚𝙨𝙘𝙖𝙧𝙜𝙖 𝙡𝙖 𝙖𝙥𝙡𝙞𝙘𝙖𝙘𝙞ó𝙣 #vePOS y comienza su configuración desde la plataforma Patria para la sincronización de las billeter…	Twitter for Android	1581053005452943360	32	43	1229	Venezuela		gianiprofe2	Hasta la Victoria Siempre con Chávez siempre	retweeted	SoyYuditha
1582750210442153984	2022-10-19 15:07:10	LibertadRoja1	RT @carolacaracola5: 👉 ¡Recuerda! Hoy, como todos los MIÉRCOLES a las 21.00 HORAS, Red República, @RedRepublic_ lanzará un hashtag para rec…	Twitter for Android	805146953067753472	6647	6014	62586	Madrid 		Libertad Roja 🔻✊🏿💜	Roja de día. Roja de noche. Antitaurina. Republicana. Antifascista.  Madre de una hija. Autónoma. Mitad madrileña mitad catalana. GUERRERA SIEMPRE 🗡🛡🪓	retweeted	carolacaracola5
1582750213457838081	2022-10-19 15:07:11	SoldadoPerez19	#FelizMiercoles #Saludos  #fuerzasarmadas #sigueme #sedena https://t.co/Pmq2WqnLhW	Twitter Web App	1582746033078951936	0	12	4			Soldado Perez	Por Mexico siempre estaremos al pendiente, siempre Leales.	tweet	
1582750220466606080	2022-10-19 15:07:13	jorgeeaj	RT @giarmi: Es complicado, pero siempre se sabe verdad. #BuenosDias #FelizMiercoles #SinYolandaMaricarmen https://t.co/tk5fQ3iLn1	Twitter for iPhone	2842633962	340	1173	6872	México		Jorge		retweeted	giarmi
1582750233838387202	2022-10-19 15:07:16	LaIrreverente4T	Amen, así, sin tilde  Pejezuela 🇲🇽 de mi 💜 Abrazos cálidos para el frío  💝💝💝  #LosAMLO  #FelizMiercoles https://t.co/ejU9iUDbL5	Twitter for iPhone	1537630266633728003	4449	3500	18678	Pejezuela 🇲🇽		Urana Radical de la Sekta	“Todo lo que de vos quisiera es tan poco en el fondo, porque en el fondo es todo”   -Julio Cortázar	tweet	
1582750234433581058	2022-10-19 15:07:16	Kikesalf72	RT @JLozanoA: “Hay quien cruza el bosque y solo ve leña para el fuego”.  Leon Tolstoi (1828-1910)  #FelizMiercoles https://t.co/pQiA4b2qQw	Twitter for Android	94393132	227	1570	4561	México		ENRIQUE SALDAÑA		retweeted	JLozanoA
1582750234509467649	2022-10-19 15:07:16	ofeb0000	RT @MiercolesRepubl: Wyoming: “El 20 de noviembre de 1975 se murió Franco y con él no se murieron 40 millones franquistas, no es verdad, aq…	Twitter for Android	1114691082	129	291	38477			Olga Fernández Baños		retweeted	MiercolesRepubl
1582750235998052352	2022-10-19 15:07:16	rabaduf	@Mike_Oviedo @lopezobrador_ #FelizMiercoles Arquitecto	Twitter for iPad	988206282845904897	12702	11152	295422	México		Javier Rábago	Amo a mi país. Enemigo de la injusticia, disfruto caminar, me gusta la música mexicana tradicional. Detesto la basura y al PRIANRD que es lo mismo. ⚾️. 4T	replied_to	AlcantaraSamu
1582750238556635137	2022-10-19 15:07:17	Alejand63038911	RT @AlcantaraSamu: Buenos días  #FelizMiercoles https://t.co/AARRSuVowa	Twitter for Android	1533132951587889161	695	1493	25212			Alejandro	Vive y goza tu vida	retweeted	AlcantaraSamu
1582750246379040768	2022-10-19 15:07:19	JuanCarM17	RT @Faby_Nava77: @Pedro_V_H @YoSoyAlexLopez @REscobarOficial @diaz_manuel @AdrianaDavilaF @gabysanarce @jsierraalvarez @irmisssas @JuanCarM…	Twitter for Android	1304093306264133632	3404	4348	147349			Juan Carlos	Arquitectura, Urbanismo, quiero un México 🇲🇽 libre, democrático y sin políticos mentirosos, miserables, corruptos y Populistas	retweeted	Faby_Nava77
1582750252569747458	2022-10-19 15:07:20	Nucleo_CTI	RT @CITNOVA: #FelizMiércoles #Súmate Próximamente, en el Parque Científico y Tecnológico de Hidalgo #PCYTH https://t.co/cHLoXSBaQf	Twitter for iPhone	2209619670	1113	973	16236	San Agustín Tlaxiaca, Hidalgo	['http://citnova.hidalgo.gob.mx']	Núcleo CTI Radio	Conoce el acontecer diario en ciencia, tecnología e innovación que sucede en el mundo e intégrate a los programas y convocatorias que tenemos para ti.	retweeted	CITNOVA
1582750262069850113	2022-10-19 15:07:23	Ricardo63207717	RT @BLNCRJS: ¡Feliz y bendecido día! #FelizMiercoles  #cancermama  #ElRosaEsMasQueUnColor  #TocateParaQueNoTeToque   🌸🎀💝 https://t.co/hNmDP…	Twitter for Android	1022323066641305600	2882	5003	57586	Guadalajara, Jalisco		RICHIE ⚽ #soydepumas 💙👊// #halamadrid 🏈 Raiders	https://t.co/pzM5qE1BLS     54 🎂  💓🍀Que valga cada dia 🎲 🎩 #ADARLE 🥃 👊 🇲🇽  Hebreos 13: 5	retweeted	BLNCRJS
1582750262673842176	2022-10-19 15:07:23	total_dios	RT @MiercolesRepub5: Recuerda que esta tarde, como todos los miércoles a partir de las 19.00 h (18.00 h en Canarias), tuiteamos por la III…	Twitter for Android	1345419584086700032	3303	4972	80611			Dios Total	Soy Dios y estoy harto del mundo. Os portáis fatal.	retweeted	MiercolesRepub5
1582750265861496832	2022-10-19 15:07:24	nightwolf0017	RT @Motivos14185270: Que sea hoy un día lleno de bendiciones! #FelizMiercoles https://t.co/IRB3FDUcBM	Twitter for Android	1297340339934683141	178	482	5799	Bogotá, D.C., Colombia		nightwolf0017🕷		retweeted	Motivos14185270
1582750273629323264	2022-10-19 15:07:25	pietroserrip	Muchos Exitos Y Muchos Saludos A Ustedes En @ahoramasoficial 🖥💻📱, Lo De Anoche De Martes  @UrielEstradaTV @tritonazteca11 @karianacn @Jenny_Garl @Greg_Calvillo Y @PATOCENTI  LQM A Todos Excelente #FelizMiercoles 😎🤘🙏🤗  #AhoraMás #FIA  (3/3) https://t.co/ZRlipCzIUx	Twitter for Android	1159445371799724033	541	1756	71110			Pietro Serri 🇨🇱🇮🇹🇲🇽	Collagero/Fotografo/Chef/Cantante/Pdte Club De Fans Adn40/FIA - Desde #Chile Hasta La Distancia En #México - @adn40 #FIA (@AztecaNoticias) @Azteca  🇨🇱🇮🇹🇲🇽	replied_to	BellaYurimar1
1582750277114810368	2022-10-19 15:07:26	IVSS_HJGR	RT @BellaYurimar1: #FelizMiércoles Desde tu dispositivo Android 📱 puedes pagar en Petros en más de 6 mil comercios a lo largo de todo el pa…	Twitter for Android	1503391377908023301	877	2026	30259	venezuela		IVSS. HJGR. EL CALLAO	Hospital Tipo I Juan Germán Roscio del Callao, brindando salud gratuita y de calidad a nuestro pueblo.	retweeted	BellaYurimar1
1582750296014344192	2022-10-19 15:07:31	yosoysexmex	#Estreno de hoy #Miercoles en #SEXMEX con: @HaideUnique y @lucyandominus   a Haidé le encanta que su amo Lucyan se la lleve al cuarto rojo y le practique el sexo salvajemente.  https://t.co/8tX8LnUYU0  #YosoySexmex  #FelizMiercoles https://t.co/0WIWeQuXUT	Twitter Web App	1505249117739655169	236728	132	1908		['http://SEXMEX.XXX']	Sexmex	Productora #1 en Hispanoamérica  Casting: https://t.co/CG7zamsOkG	tweet	
1582750298572959745	2022-10-19 15:07:31	miguel025588	RT @carolacaracola5: 👉 ¡Recuerda! Hoy, como todos los MIÉRCOLES a las 21.00 HORAS, Red República, @RedRepublic_ lanzará un hashtag para rec…	Twitter for Android	1526123223976402944	1223	2957	27817	Armilla, España		@Miguel025588	por la republica por la democracia y por la libertad e igualdad.	retweeted	carolacaracola5
1582750328000479232	2022-10-19 15:07:38	Laurastephanyyy	RT @Motivos14185270: Que sea hoy un día lleno de bendiciones! #FelizMiercoles https://t.co/IRB3FDUcBM	Twitter for Android	1519101200418807813	12	104	725			Laura		retweeted	Motivos14185270
1582750342516989954	2022-10-19 15:07:42	pacomarina6	RT @PaolaCalvo16: Muy buenos días a todos!☕️🥐🥨 A comenzar el día con alegría y ritmo..pero con mucho ritmo! “Hoje é um dia de sol Alegria d…	Twitter for Android	996086664261984257	3336	3379	391734	Jaén, España		Paco.	Discapacitado. Doy mi opinión sobre políticos, no sobre personas, hay muy buenas pocas pero de CALIDAD.	retweeted	PaolaCalvo16
1582750348149936128	2022-10-19 15:07:43	Cesar22346782	RT @yosoysexmex: #Estreno de hoy #Miercoles en #SEXMEX con: @HaideUnique y @lucyandominus   a Haidé le encanta que su amo Lucyan se la llev…	Twitter for Android	1525311876636229633	6	92	588			Cesar		retweeted	yosoysexmex
1582750352784658432	2022-10-19 15:07:44	LIBROYREPUBLICA	RT @MiercolesRepub5: Recuerda que esta tarde, como todos los miércoles a partir de las 19.00 h (18.00 h en Canarias), tuiteamos por la III…	Twitter Web App	1387141724984815618	8400	8403	137601	Valencia, España		NACHO Y LIESEL ♥️💛💜 📚📚📚	LIBROS, FOTOGRAFÍA , ARTE, CINE, VCF, @PODEMOS LIBRERÍA @Railowsky_ @RailowskyMonca #Railowsky   FACHASYNAZIS ⛔	retweeted	MiercolesRepub5
1582750376301760513	2022-10-19 15:07:50	Taniayjuan3	RT @ailed_vic: Así nos la pasamos en cabinas @eurocap5 con un afortunado #felizmiercoles #hotwife https://t.co/egKznws9X1	Twitter Web App	1355166675935629312	57	766	353			juan 39		retweeted	ailed_vic
1582750383675305984	2022-10-19 15:07:52	BettyLokita1	RT @MiercolesRepubl: Wyoming: “El 20 de noviembre de 1975 se murió Franco y con él no se murieron 40 millones franquistas, no es verdad, aq…	Twitter for Android	1358091288512520192	2406	2511	12227	Fuerteventura		Betty Lokita	Y si luchásemos por conseguir nuestros sueños? Antifascista, animalista, Republicana y ROJA, 🐈‍⬛🌈🔻	retweeted	MiercolesRepubl
1582750387920326657	2022-10-19 15:07:53	AlmaDel0301	RT @Motivos14185270: Que sea hoy un día lleno de bendiciones! #FelizMiercoles https://t.co/IRB3FDUcBM	Twitter for Android	1504488231408074755	8	2	388			Alma Delia		retweeted	Motivos14185270
1582750402159988736	2022-10-19 15:07:56	EduardoJ59	#FelizMiércoles 🙋🏻‍♂️🌤⚘️☕️👍🌺 https://t.co/mpfVfN4ghR	Twitter for Android	814619057756508160	647	568	64972	Barquisimeto, Venezuela		Eduardo J Pineda ☕😎🇻🇪		tweet	
1582750416017666050	2022-10-19 15:07:59	rabaduf	@andreitav92 @Mike_Oviedo #FelizMiercoles Andrea, lo mejor para hoy.	Twitter for iPad	988206282845904897	12702	11152	295422	México		Javier Rábago	Amo a mi país. Enemigo de la injusticia, disfruto caminar, me gusta la música mexicana tradicional. Detesto la basura y al PRIANRD que es lo mismo. ⚾️. 4T	replied_to	INAMEH
1582750419633127425	2022-10-19 15:08:00	juanalab24	RT @INAMEH: #19oct #INAMEHInforma Seguimiento de Ondas Tropicales #Reporte de las 05:15 HLV #FelizMiércoles https://t.co/JuD12sjlab	Twitter for Android	1529271094556905472	72	59	33065			@juanalab24	+esencia-apariencia=diferecia	retweeted	INAMEH
1582750421428613120	2022-10-19 15:08:01	arandiaernaldo1	"RT @DIARIOVEAHOY: #19Oct ""Ya el servicio eléctrico está recuperado en un 80%. Todavía no hemos podido conectar el servicio de agua porque e…"	Twitter for Android	1577438322452041729	25	21	4155	Venezuela		Ernaldo Arandia	Cariñosa, divertida, sentimental	retweeted	DIARIOVEAHOY
1582750439795089408	2022-10-19 15:08:05	Aittana20	RT @afajardososa: Si el bloqueo es el argumento del Gobierno de Cuba Porqué el Gobierno de EEUU no lo quita y se acaba el argumento? #Mejor…	Twitter Web App	1450910667473567755	4164	3217	70109			Aitana	🌼Cubana 100% con el corazón a la izquierda. Me gusta la música y la fotografía🌼.	retweeted	afajardososa
1582750468652269568	2022-10-19 15:08:12	ikrishy	RT @viajaencortomex: #FelizMiercoles 🌞 Ya es mitad de semana y yo solo quiero ir a #Guanajuato a comer un pan de muerto 🤤🌼 #DiaDeMuertos ht…	Twitter for iPhone	96461493	442	1766	19077	Guanajuato, México	['https://twitter.com/@ikrishy']	Christian Rosas	🌎😊Bachelor of International Commerce ✈️ | Política 🗳| Economía 📊| Ciencias 🧬| Tecnología 📲| Orgullosamente #GTO #MÉXICO ✌️🦁	retweeted	viajaencortomex
1582750481553625088	2022-10-19 15:08:15	MhoniClub	┊┊┊┊⋆ ✧　 　 · 　 ✧　✵ ┊┊┊☆ *　　 * ⋆ ┊┊★ * ┊┊* . *　✦ ┊☆ ° ✧　 　 · ★* Hoy es el mejor día para estar conectados en la app de youtube #Predicciones y #Preguntaleamhoni #MhonienHeraldo @mhonividente  @ClubMhoniFan  @heraldodemexico #FelizMiercoles. https://t.co/KFkb0H9P8K	Twitter for iPhone	929879075035820033	877	399	6421	Worldwide	['http://youtube.com/user/canalmhonividente']	ClubMFans	🦋Cuenta dedicada a la vidente #1 de Latinoamérica 🌍@mhonividente. Aquí encontrarás vídeos relaciónados con ella. 🍀 https://t.co/Cb6qaZasJB	tweet	
1582750491024715783	2022-10-19 15:08:17	andrecalanche	"RT @DIARIOVEAHOY: #19Oct Informó el ministro Remigio Ceballos que fue evacuada una escuela, donde había jóvenes, niños y niñas: ""Se evacuar…"	Twitter Web App	1573777931498930178	86	31	13930			Andreimar Calanche	Tuitera activa	retweeted	DIARIOVEAHOY
1582750487769907202	2022-10-19 15:08:17	fakfer	RT @sergiofimbres: 📰 Se dispara la migración de venezolanos a México   📰 Desmienten a Adán con ¡cifras oficiales!  📰 Mañana va al pleno la…	Twitter for iPhone	267452762	249	294	219	Reynosa, Tamaulipas		Luis Hernandez	Los errores tienen tres partes: aceptarlos, superarlos y NO volver a cometerlos	retweeted	sergiofimbres
1582750496456323073	2022-10-19 15:08:19	Gabriel20114253	RT @INAMEH: así mismo, nubosidad fragmentada en áreas del Táchira, Barinas, Lara, Yaracuy, este de Miranda, Anzoátegui y Monagas; el resto…	Twitter for Android	1210258136080232449	138	556	62128			Gabriel		retweeted	INAMEH
1582750516781912064	2022-10-19 15:08:23	Mauroemf2	"RT @luismerlo_actor: En la obra La Divina Comedia hay una frase que dice:  ""Quien sabe de dolor, todo lo sabe""                         (Dan…"	Twitter Web App	1530160621127335937	113	101	14264	En todos los multiversos 💫		Mauro	Nuestra vida es un eterno presente...somos pasado y futuro juntos...somos lo que fuimos...y creamos lo que seremos...la vida es hoy ♥️😘☀️🤗🌟🌿	retweeted	luismerlo_actor
1582750527452237824	2022-10-19 15:08:26	MexnewzTam	RT @mexnewz: Ya cantó el gallo | @antonio_chavezm #Efemérides y #Historia #Curiosidades #19Octubre #FelizMiércoles https://t.co/NYGFoP03NQ…	Twitter for Android	866049861434707969	386	627	52035	Tamaulipas, México	['http://mexnewz.mx']	MexnewzTam	Medio Digital, Independiente y Plural, con #Noticias del Momento en Política, Economía, Deportes, Salud, Educación, Tendencias de #Tamaulipas #DigitalMedia	retweeted	mexnewz
1582750528764788742	2022-10-19 15:08:26	elhoroscopodel1	Para ti hoy: si buscas paz, no hay nada como volver a tu interior, un lugar que se mantiene sin cambios, para encontrar las formas en que tú mismo lo has alterado.  💎 #SignosdelZodíaco #Bienestar #FelizMiércoles https://t.co/aTD3umuV4x	El Horóscopo del Zodíaco	1332068017551896576	656	187	35685	Barcelona	['https://elhoroscopodelzodiaco.com/']	elhoroscopodelzodiaco	Web y App de El Horóscopo del Zodíaco. Con inéditas curiosidades y predicciones. Descarga gratis la App 👉 https://t.co/qGK78YmSZB, consulta 👀 https://t.co/dWUNaaqHM7	tweet	
1582750529557438469	2022-10-19 15:08:26	albertt1	Buenos y calurosos días!! #FelizMiercoles #Tijuana 😎🏜 https://t.co/9SsE6CRGQc	Twitter for Android	181622834	1622	4553	64190	cdmx_Tijuana	['https://Instagram.com/gastelumCerati']	alberto gastelum	El cine,teatro, conciertos, leer, actividades al aire libre, una cheve, la playa, el café, la tecnología me encantan!  Por un México con Justicia!! 🇲🇽	tweet	
1582750530341740544	2022-10-19 15:08:27	OmmarRG	RT @losIndispensab2: CALABACITA DE CHALE  #meme #humor #halloween #FelizMiércoles https://t.co/r6CfKjMJbZ	Twitter for Android	114766559	1150	1841	20486	CDMX 		✗ 𝕆𝕞𝕒𝕣 ✗	Directo, sarcástico, el malo del cuento. Fantasma de la libertad, viajero en tierra de fantasía, mitad emoji, tu eterna pesadilla de amor... 😜✌🏻	retweeted	losIndispensab2
1582750535542747137	2022-10-19 15:08:28	Jero10nimo	Buenos Días 🌞🌞🌞🌞 mis sexys twitteros 😋😛😜🤪 #FelizMiércoles #Bogotá #BogotáGay 🏳️‍🌈	Twitter for Android	1372720232226258944	806	5006	9787	Bogotá - Cúcuta 		Jero	Amante al viaje ✈️ un buen café ☕ al cine 🎥 y una buena conversación 😁 antigua cuenta suspendida (sexxyna16) #SiguemeYTeSigoDeVuelta 😈😛	tweet	
1582750539510472704	2022-10-19 15:08:29	ClubMhoniFan	RT @MhoniClub: ┊┊┊┊⋆ ✧　 　 · 　 ✧　✵ ┊┊┊☆ *　　 * ⋆ ┊┊★ * ┊┊* . *　✦ ┊☆ ° ✧　 　 · ★* Hoy es el mejor día para estar conectados en la app de youtub…	Twitter for iPhone	1227305428570165249	4044	89	73922	WORLDWIDE	['https://www.youtube.com/user/CanalMhonividente']	ClubOficialMhoni 🥰	Twitter @mhonividente Blog https://t.co/nogpQVp75L Facebook https://t.co/j2RgysjJ9V #MhoniFans	retweeted	MhoniClub
1582750557709946882	2022-10-19 15:08:33	reynamadelayne	"RT @reynamadelayne: ""Sin rencores, pero con memoria."" #FelizMiércoles https://t.co/Kny8YtqgTQ"	Twitter for Android	128252339	17167	1786	16622	Valencia-Venezuela.		Reyna Madelayne 🌹	DIOS LO MÁS BELLO QUE EXISTE. Para ti que compartes, que dejas un comentario, un me gusta, que eres parte de todo esto... Gracias de todo ❤️	retweeted	reynamadelayne
1582750557298913281	2022-10-19 15:08:33	IkaiAlo	RT @MiercolesRepubl: 📢 Primera recomendación republicana de hoy:  ➡️ @Kerrymalamutter ➡️ @oliverdmh96  ✅ Retuitea este tuit ✅ Sigue a quien…	Twitter for Android	228869164	6045	6414	112245	En la calle, en el mundo	['http://www.loquesomos.org/']	IñakiAlrui	En la guerrilla de la comunicación, combate virtual diario. LA LUCHA ESTA EN LA CALLE, Twitter solo es una herramienta #Desborbonizar #Desborbonizando	retweeted	MiercolesRepubl
1582750556220973057	2022-10-19 15:08:33	JuanVaz43477993	RT @andreitav92: Muy buenos días!!☀️☕️.  ~ La vida te pondrá obstáculos, pero los límites los pones tú ~. #FelizMiercoles https://t.co/cQTn…	Twitter for Android	1412791244963532804	362	619	16368			Juan Vazquez		retweeted	andreitav92
1582750560532729857	2022-10-19 15:08:34	Guarico500	RT @GutierezzJosee: #19Oct 123 mil Tweets 2 #PuebloUnidoYActivo 228 mil Tweets 3 Cáncer de Mama 75,8 mil Tweets 4 El Castaño 153 mil Tweets…	Twitter for Android	1557800476753727489	181	19	38641			@Guarico500		retweeted	GutierezzJosee
1582750561610309632	2022-10-19 15:08:34	MexnewzTam	RT @mexnewz: #PrimerasPlanas  📰🗞☕️ 🇲🇽de los diarios impresos del País hoy #FelizMiercoles #19Octubre  @dreyesmty @MalenaRA @ReporteroUrban…	Twitter for Android	866049861434707969	386	627	52035	Tamaulipas, México	['http://mexnewz.mx']	MexnewzTam	Medio Digital, Independiente y Plural, con #Noticias del Momento en Política, Economía, Deportes, Salud, Educación, Tendencias de #Tamaulipas #DigitalMedia	retweeted	mexnewz
1582750559823880192	2022-10-19 15:08:34	HellenRua1	"RT @reynamadelayne: ""Sin rencores, pero con memoria."" #FelizMiércoles https://t.co/Kny8YtqgTQ"	Twitter for Android	1469401100906205186	559	558	531			Hellen Rua	No DM #CamilaTeApoya	retweeted	reynamadelayne
1582750625795690497	2022-10-19 15:08:49	ElCicerone1	RT @ElCicerone1: Buenos días, así soño y pinto Sevillla el viajero romántico pintor belga François Antoine Bossuet, a mediados del siglo XI…	Twitter for Android	1386589729055985666	9535	5038	3826	Sevilla, España	['http://elciceronedesevilla.blogspot.com']	El Cicerone de Sevilla	Contador de historias. Personal travel en Sevilla sus historias y leyendas. Todo sobre Sevilla y sus cosas. El Cicerone de Sevilla es marca registrada.	retweeted	ElCicerone1
1582750629772263424	2022-10-19 15:08:50	ConaguaDL_SLP	#FelizMiércoles Les dejamos las #Temperaturas máximas 🌡️🥵 y mínimas ❄️🥶 pronosticadas el día de hoy 19 de octubre para el estado de #SanLuisPotosí https://t.co/gKqThzkoMn	Twitter Web App	1448459424251719682	141	100	4911	San Luis Potosí	['https://www.gob.mx/conagua']	@ConaguaDL_SLP	Tiene com misión la de administrar y preservar en cantidad y calidad las aguas nacionales y sus bienes públicos inherentes.	tweet	
